Orthogroup	CDUBI_A	CDUBI_B	CDUBI_C	CGRAY_A	CGRAY_B	CGRAY_C	CHAMU_A	CHAMU_B	CHAMU_C	CNERT_A	CNERT_B	CNERT_C	CRUST_A	CRUST_B	CTENE_A	CTENE_B	CTENE_C	OINCO_A	OINCO_B	PHORS_A	PHORS_B	PLUCI_A	PLUCI_B	PPALL_A
OG0009686	26.23	26.56	26.51	12.89	18.91	12.04	2.11	3.57	1.08	10.05	10.05	16.81	10.09	25.69	6.11	17.47	16.55	30.7	21.64	24.48	30.54	12.25	23.34	57.56
OG0009687	131.69	134.14	193.93	186.3	205.07	143.23	27.16	36.97	10.32	81.6	114.66	189.72	91.22	202.24	81.67	168.06	202.12	238.69	125.26	175.16	205.76	93.18	191.07	149.8
OG0009694	177.61	388.09	283.27	303.82	267.24	393.56	39.36	79.33	52.26	184.9	269.37	223.97	102.15	208.81	96.01	141.49	162.23	145.29	242.15	105.91	167.44	298.96	229.66	146.26
OG0009695	16.27	38.72	20.8	40.47	58.1	259.04	6.88	10.53	3.17	121.84	158.89	123.16	15.39	31.92	10.76	18.57	18.53	71.42	43.16	27.23	115.07	12.12	41.48	17.8
OG0009697	33.45	32.11	32.47	28.43	26.42	27.75	9.05	7.74	12.75	19.78	22.43	27.62	13.96	28.68	0	0	1.34	45.17	30.9	22.93	35.01	42.79	34.67	35.02
OG0009698	32.04	29.48	37.22	17.16	19.65	0	4.33	3.57	5.34	4.54	8.42	22.15	31.47	51.31	5.98	33.05	44.92	32.44	18.07	20.9	21.51	34.85	92.95	86.78
OG0009699	22.11	19.01	17.45	15.32	17.97	15.61	2.53	7.86	3.22	3.25	6.67	6.3	57.97	31.07	16.59	19.51	20.24	27.87	18.91	21.1	0	13.06	24.4	33.08
OG0009704	703.94	413.78	422.08	337.22	253.83	403.29	63.87	131.34	94.04	422.5	548.31	459.29	749.24	459.15	190.68	327.24	467.81	318.18	372.68	300.56	444.14	378.86	655.75	541.16
OG0009705	4.94	0	4.62	9.28	22.07	5.35	6.85	1.98	7.18	0	0	3.01	4.09	31.61	0.35	1.7	1.88	18.02	7.56	30.35	27.93	0.43	3.81	4.38
OG0009707	185.41	227.01	236.26	16.87	18.23	20.9	14.58	34.94	21.85	54.02	102.9	63.92	26.54	46.25	49.47	90.6	134.59	163.51	163.81	101.43	191.96	307.31	176.68	144.92
OG0009709	114.58	239.85	277.63	85.28	177.49	100.52	23.62	58.67	41.04	28.79	61.06	191.56	49.27	173.39	51.76	117.5	102.01	126.22	87.18	254.2	172.05	52.29	167.73	137.1
OG0009711	13.19	10	14.37	37.41	35.46	32.79	3.41	5.64	3.74	7.85	20.06	23.83	16.19	23.53	9.94	20.97	20.88	28.95	14.15	9.04	31.11	10.53	17.81	19.43
OG0009713	34.85	57.94	70.97	37.35	72.75	55.94	16.59	42.48	106.94	22.8	35.85	32.41	23.11	166.71	131.54	265.65	366.15	212.68	218.23	124.34	140.15	114.62	204.49	207.05
OG0009714	8.04	29.23	35.04	53.98	57.7	42.18	6.85	9.65	25.24	23.15	32.23	47.21	5.92	26.86	23.95	104.75	116.83	118.49	103.91	27.49	58.63	17.61	29.76	36.58
OG0009717	75.71	229.83	227.48	91.86	137.96	145.96	86.48	355.87	108	43.94	38.65	108.53	116.15	319.54	164.11	229.03	240.97	302.47	344.49	351.23	543.92	262.75	562.13	604.22
OG0009718	21701.76	10206.01	12095.85	13131.44	12241.8	5927.55	22.92	0.41	22.78	4.97	9.07	60.27	18946.22	21372.52	47.56	56.64	64.22	73.23	11.3	50.38	39.33	104.14	2656.84	1145.51
OG0009719	23.2	49.12	34.84	34.25	61.74	54.46	12.64	48.8	17.72	32.51	41.64	68.06	10.38	39.75	3.77	18.79	13.81	81.03	47.62	51.31	96.67	22.09	80.58	47.79
OG0009720	33.12	104.23	65.52	120.26	51.71	76.21	32.16	177.35	47.19	32.44	71.25	71.89	99.63	25.29	16.02	36.61	102.98	42.76	56.49	22.46	16.99	32.76	26.43	92.01
OG0009724	0.7	3.25	0.87	29.91	61.68	36.7	19.83	15.39	27.63	15.32	25.59	69.56	0	36.18	0.8	1.94	2.1	1.8	0.44	3.26	0	57.08	59.66	66.21
OG0009725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG0009731	1.93	3.23	5.09	33.17	50.18	64.7	16.32	39.1	19.51	38.78	63.19	86.6	21.92	118.26	7.16	22.66	31.9	84.78	61.61	70.46	101.21	2.43	1.47	41.9
OG0009733	122.92	142.96	172.94	56.36	90.6	89.75	27.64	78.55	30.86	63.73	118.21	171.52	95.29	191.95	56.47	104.88	121.37	184.04	182.65	151.73	206.34	149.24	249.44	207.79
OG0009734	0	1.45	1.31	26.18	14.98	11.49	3.69	3.33	6.83	0	0	3.81	11.06	18.67	3.75	22.41	23.88	41.23	28.86	16.5	32.51	3.18	0	28.73
OG0009735	13.19	0	0	28.55	42.2	12.09	2.55	2.5	4.29	0.49	0	17.46	3.77	22.7	4.81	13.15	5.36	6.87	3.92	26.67	26.42	0	12.6	40.75
OG0009738	216.87	504.66	497.46	188.03	237.03	291.92	21.99	65.2	32.3	147.43	219.53	227.63	125.93	238.01	95.97	184.85	234.91	172.95	201.35	71.12	157.09	274.29	173.93	194.91
OG0009739	86.05	138.81	151.33	80.19	124.79	156.12	26.75	77.94	41.7	119.94	188.66	206.07	66.31	135.14	43.47	102.69	124.14	203.6	220.01	144.78	168.09	233.31	267.33	172.54
OG0009741	8.73	61.03	21.24	44.2	46.77	29.76	19.66	58.46	19.01	39.67	73.68	75	77.81	82.6	36.25	53.23	64.98	88.4	106.03	83.21	104.95	37.33	75.15	142.38
OG0009742	9.84	3.07	140.37	11.5	18.16	17.56	22.29	96.44	39.18	64.35	45.94	115.9	37.1	65.49	9.13	10.74	12.56	177.2	361.59	0	0	0	0	66.17
OG0009743	13.43	29.48	34.65	26.02	45.56	21.31	6.61	10.06	8.99	7.1	11.96	37.83	14.95	35.56	12.14	22.87	22.09	36.33	31.96	35.5	38.92	15.87	31.6	36.3
OG0009744	NA	NA	NA	NA	NA	NA	3.06	6.83	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG0009748	222.03	195.92	193.67	189.45	170.17	227.87	18.86	67.92	27.08	66.03	144.65	138.46	146.29	119.33	50.85	138.17	190.93	133.07	205.1	113.01	150.99	135.45	87.89	79.59
OG0009749	18.22	36.49	43.01	48.14	53.45	285.45	14.21	48.23	18.55	279.97	329.74	74.67	0.27	34.9	19.74	48.26	91.15	75.12	82.77	25.28	18.04	64.73	36.72	47.63
OG0009750	10.24	11.01	16.68	12.51	17.02	20.24	3.54	6.61	3.84	14.12	15.09	18.45	4.68	17.34	4.88	11.87	15.79	28.59	26.98	20.35	37.43	8.98	21.33	28.93
OG0009751	48.07	13.93	48.65	14.43	29.83	16.27	0.21	0	0	0	0	12.56	24.66	40	15.57	36.83	41.24	59.96	16.6	54.64	27.78	0	40.45	40.85
OG0009752	132.3	5.5	135.7	145.94	173.4	51.88	NA	NA	NA	0.47	6.6	41.11	230.33	211.77	69.44	78.83	65.07	155.67	41.76	143.55	101.79	63.53	5.37	276.15
OG0009757	4.57	16.18	15.2	43.06	40.86	35.72	4.19	14.59	16.44	5.47	4.56	15.41	9.5	9.41	5.73	5.57	5.12	0.76	0.89	21.95	15.7	129.33	33.6	47.49
OG0009758	606.21	1001.65	1135.16	313.33	247.98	123.99	166.1	391.39	225.4	109.19	133.96	225.43	0	244.04	585.98	1062.78	1543.26	406.3	815.32	476.45	463.79	0	0.43	1588.62
OG0009761	135.48	215.91	199.94	69.87	98.29	100.56	22.84	40.04	26.79	43.55	61.69	128.35	15.77	36.96	24.35	49.3	57.69	68.96	41.26	130.8	144.47	70.24	95.33	84.22
OG0009763	9.45	0	0	10.43	11.55	7.46	4.82	0	0	0	0	0	13.13	14.72	8.54	19.28	19.88	25.19	18.07	19.07	26.17	11.36	20.18	29.15
OG0009765	210.73	152.08	112.67	78.83	67.61	90.89	13.4	42.67	13.78	25.2	33.28	32.61	98.28	66.35	39.91	39.97	49.77	56.79	63.44	39.79	40.72	93.58	25.77	48.44
OG0009766	386.34	272.99	358.62	227.71	201.34	297	39.99	87.77	59.27	183.5	337.2	286.74	298.79	310.12	148.96	305.15	375.98	348.46	440.3	179.7	330.97	252.33	106.82	252.35
OG0009769	74.44	112.69	141.28	140.85	148.22	194.32	20.91	88.57	23.38	105.11	176.23	223.45	69.55	128.18	55.43	122.53	139.15	155.63	194.5	119.95	168.18	156.08	87.66	130.89
OG0009770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.18	18.63	NA	NA	NA	NA	NA	NA	NA	1.47	3.7	NA
OG0009771	33.58	18.26	34.92	36.85	27.94	13.11	5.2	3.85	0	0	11.38	0	0.3	0	18.58	20.67	21.62	32.45	15.05	29.29	68.01	3.92	36.87	7.56
OG0009775	105.89	69.69	48.66	6.01	28.24	29.66	4.7	12.04	5.45	26.02	37.41	53.66	0	17.77	0.84	7.87	12.93	38.78	0	54.01	47.77	116.14	44.26	40.66
OG0009776	237.98	381.84	403.2	175.32	243.39	284.12	36.37	70.27	41.04	85.32	175.36	194.91	83.35	277.05	81.44	111.08	147.34	275.8	277.1	275.35	390.12	197.98	314.16	325.51
OG0009778	7.81	6.74	8.64	6.91	6.67	1.35	0.51	7.37	1.26	3.68	6.63	19.51	16.7	9.74	1.81	11.74	11.37	17.23	11.73	NA	NA	9.03	10.89	36.87
OG0009781	5.72	24.15	30.57	37.17	25.72	29.56	3.18	0	10.71	1.44	15.98	18.4	30.99	8.46	15.21	40.73	50.7	86.39	45.79	37.67	23.73	106.75	46.19	60.91
OG0009784	54.61	65.69	68.55	56.35	57.35	59.03	15.01	29.07	14.41	43.45	56.93	81.05	41.24	68.49	22.13	40.46	40.44	89.44	64.69	42.19	68.66	42.47	35.53	51.08
OG0009786	30.84	14.56	31.11	20.33	24.49	34.87	21.9	52.28	11.69	54.54	95.86	125.11	241.25	135.85	6.03	1.26	11.76	20.27	18.9	235.91	262.87	220.98	263.25	340.99
OG0009788	5.47	12.96	29.09	9.9	2.12	11.57	17.04	41.38	8.69	3.39	16.5	7.67	23.72	64.08	23.79	92.11	143.07	14.42	5.88	83.57	79.53	167.67	83.36	77.96
OG0009789	116.15	110.37	120.74	100.78	109.54	152.13	30.34	82.46	50.85	47.44	58.82	74.73	86.47	96.61	35.72	53.57	53.45	111.77	92.8	66.45	51.55	51.53	60.93	65.89
OG0009790	170.33	386.73	288.47	136.09	142.84	170.38	37.78	98.17	39.56	202.89	286.61	266.83	56.08	102.7	76.87	121.48	158.26	268.72	323.87	201.99	279.16	378.18	244.78	277.87
OG0009791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.69
OG0009792	15.34	9.62	14.43	1.08	8.93	1.04	1.32	0	1.28	3.89	4.98	4.64	11.7	0	0	0.68	0	0.74	0.59	19.33	19.54	0	13.55	0
OG0009795	49.54	292.43	351.6	173.23	159.25	203.42	20.17	2.44	48.94	4.54	55.69	40.75	61.87	109.43	62	189.56	172.06	702.11	297.29	62.72	71.69	220.49	132.48	109.05
OG0009796	2.97	30.55	39.25	56.91	67.09	104.41	8.48	0	29.94	2.38	12.96	12.09	17.68	19.07	2.2	48.35	69.8	407.02	217.6	45.18	30.39	353.58	85.01	42.95
OG0009797	21.07	173.51	191.51	44.48	42.65	33.31	7.79	3.65	21.89	9.25	29.22	31.38	22.81	51.95	14.63	85.61	136.4	51.35	74.86	151.23	76.64	104.86	197.64	195.13
OG0009798	21.52	31.82	20.45	46.12	55.4	32.31	3.71	7.21	4.5	1.12	0	0.06	7.05	26.09	9.33	19.24	18.01	30.37	24.14	49.91	52.2	13.61	39.51	49.98
OG0009800	4.73	0	0.64	0	2.14	2.03	3.34	0	0	11.6	19.33	34.73	0	8.08	6.82	12.9	14.56	34.46	17.05	30.21	39.84	13.76	44.76	39.64
OG0009801	156.67	216.21	260.92	116.7	126.72	197.7	25.89	48.68	37.55	6.34	11.8	13.22	84.78	173.18	48.49	112.67	161.06	14.71	25.28	0	16.47	63.52	24.36	156.84
OG0009802	159.1	226.13	293.45	149.22	152.88	212.99	28.64	75.12	26.14	110.57	165.62	175.41	111.73	205.02	82.94	142.32	182.46	156.92	195.97	109.1	152.61	106.86	142.21	163.71
OG0009804	89.79	122.81	153.33	64.38	77.28	97.37	22.01	51.53	19.74	67.73	92.01	118.57	33.76	96.53	26.82	48.03	60.95	148.73	161.13	133.39	176.08	138.84	92.21	120.65
OG0009808	39.05	9.28	35.47	29.3	41.08	21.29	5.27	4.78	8.71	0.3	1.29	3.6	18.3	34	3.18	7.17	7.09	53.57	17.25	28.29	2.6	8.72	15.34	13.13
OG0009810	5.7	7.44	6.13	8.83	7.27	6.14	1.88	1.33	2.17	2.61	1.44	5.92	4.61	6.32	2.2	4.82	9.81	2.53	2.15	0	10.52	6.71	8.27	7.36
OG0009812	61.8	81.67	94.15	55.29	76.06	62.58	22.43	35.3	23.79	41.41	82.94	110.2	36.45	71.85	32.05	57.62	58.57	148.3	95.37	103.93	151.01	59.8	77.17	105.14
OG0009815	270.75	335.67	394.03	225.28	206.09	362.89	31.39	75.54	36.22	304.13	443.81	341.2	158.05	255.32	108.78	229.59	299.87	240.09	281.61	27.05	40.5	166.6	101.37	60.46
OG0009816	27.35	13	25.19	11.23	11.21	5.39	3.19	6.66	4.91	4.28	6.33	9.58	10.79	27.53	2.21	4.03	5.84	4.22	3.87	13.73	5.64	NA	NA	18.72
OG0009817	148.3	272.71	324.98	185.88	209.43	267.76	37.09	85.92	39.28	128.74	186.67	184.33	90.17	267.77	97.03	182.6	230.56	288	286.18	176.36	242.27	258.97	242.3	205.63
OG0009820	4.66	8.4	9.33	0	0	0	2.75	2.26	4.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.61
